Author,Work,Nation,Age
Giosué Carducci,Rhymes and Rhythms,Italy,The Democratic Age (1832-1900)
Giovanni Verga,Little Novels of Sicily,Italy,The Democratic Age (1832-1900)
Giovanni Verga,Mastro-Don Gesualdo,Italy,The Democratic Age (1832-1900)
Giovanni Verga,The House by the Medlar Tree,Italy,The Democratic Age (1832-1900)
Giovanni Verga,The She-Wolf and Other Stories,Italy,The Democratic Age (1832-1900)
Gustavo Adolpho Bécquer,Poems,Spain,The Democratic Age (1832-1900)
Benito Pérez Galdós,Fortunata and Jacinta,Spain,The Democratic Age (1832-1900)
Leopoldo Alas (Clarín),La Regenta,Spain,The Democratic Age (1832-1900)
José Maria de Eça de Queirós,The Maias,Portugal,The Democratic Age (1832-1900)
Benjamin Constant,Adolphe,France,The Democratic Age (1832-1900)
Benjamin Constant,The Red Notebook,France,The Democratic Age (1832-1900)
François-Auguste-René de Chateaubriand,Attala,France,The Democratic Age (1832-1900)
François-Auguste-René de Chateaubriand,René,France,The Democratic Age (1832-1900)
François-Auguste-René de Chateaubriand,The Genius of Christianity,France,The Democratic Age (1832-1900)
Alphonse de Lamartine,Meditations,France,The Democratic Age (1832-1900)
Alfred de Vigny,Chatterton,France,The Democratic Age (1832-1900)
Alfred de Vigny,Poems,France,The Democratic Age (1832-1900)
Victor Hugo,"The Distance, the Shadows: Selected Poems",France,The Democratic Age (1832-1900)
Victor Hugo,Les Misérables,France,The Democratic Age (1832-1900)
Victor Hugo,Notre-Dame of Paris,France,The Democratic Age (1832-1900)
Victor Hugo,William Shakespeare,France,The Democratic Age (1832-1900)
Victor Hugo,The Toilers of the Sea,France,The Democratic Age (1832-1900)
Victor Hugo,The End of Satan,France,The Democratic Age (1832-1900)
Victor Hugo,God,France,The Democratic Age (1832-1900)
Alfred de Musset,Poems,France,The Democratic Age (1832-1900)
Alfred de Musset,Lorenzaccio,France,The Democratic Age (1832-1900)
Gérard de Nerval,The Chimeras,France,The Democratic Age (1832-1900)
Gérard de Nerval,Sylvie,France,The Democratic Age (1832-1900)
Gérard de Nerval,Aurelia,France,The Democratic Age (1832-1900)
Théophile Gautier,Mademoiselle de Maupin,France,The Democratic Age (1832-1900)
Théophile Gautier,Enamels and Cameos,France,The Democratic Age (1832-1900)
Honoré de Balzac,The Girl with the Golden Eyes,France,The Democratic Age (1832-1900)
Honoré de Balzac,Louis Lambert,France,The Democratic Age (1832-1900)
Honoré de Balzac,The Wild Ass's Skin,France,The Democratic Age (1832-1900)
Honoré de Balzac,Old Goriot,France,The Democratic Age (1832-1900)
Honoré de Balzac,Cousin Bette,France,The Democratic Age (1832-1900)
Honoré de Balzac,A Harlot High and Low,France,The Democratic Age (1832-1900)
Honoré de Balzac,Eugénie Grandet,France,The Democratic Age (1832-1900)
Honoré de Balzac,Ursule Mirouet,France,The Democratic Age (1832-1900)
Stendhal,On Love,France,The Democratic Age (1832-1900)
Stendhal,The Red and the Black,France,The Democratic Age (1832-1900)
Stendhal,The Charterhouse of Parma,France,The Democratic Age (1832-1900)
Gustave Flaubert,Madame Bovary,France,The Democratic Age (1832-1900)
Gustave Flaubert,Sentimental Education,France,The Democratic Age (1832-1900)
Gustave Flaubert,Salammbô,France,The Democratic Age (1832-1900)
Gustave Flaubert,A Simple Soul,France,The Democratic Age (1832-1900)
George Sand,The Haunted Pool,France,The Democratic Age (1832-1900)
Charles Baudelaire,Flowers of Evil,France,The Democratic Age (1832-1900)
Charles Baudelaire,Paris Spleen,France,The Democratic Age (1832-1900)
Stéphane Mallarmé,Selected Poetry and Prose,France,The Democratic Age (1832-1900)
Paul Verlaine,Selected Poems,France,The Democratic Age (1832-1900)
Arthur Rimbaud,Complete Works,France,The Democratic Age (1832-1900)
Tristan Corbière,Les Armours Jaunes,France,The Democratic Age (1832-1900)
Jules Laforgue,Selected Writings,France,The Democratic Age (1832-1900)
Guy de Maupassant,Selected Short Stories,France,The Democratic Age (1832-1900)
Émile Zola,Germinal,France,The Democratic Age (1832-1900)
Émile Zola,L'Assommoir,France,The Democratic Age (1832-1900)
Émile Zola,Nana,France,The Democratic Age (1832-1900)
Henrik Ibsen,Brand,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,Peer Gynt,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,Emperor and Galilean,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,Hedda Gabler,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,The Master Builder,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,The Lady from the Sea,Scandinavia,The Democratic Age (1832-1900)
Henrik Ibsen,When We Dead Awaken,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,To Damascus,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,Miss Julie,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,The Father,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,The Dance of Death,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,The Ghost Sonata,Scandinavia,The Democratic Age (1832-1900)
August Strindberg,A Dream Play,Scandinavia,The Democratic Age (1832-1900)
Robert Burns,Poems,Great Britain,The Democratic Age (1832-1900)
William Blake,Complete Poetry and Prose,Great Britain,The Democratic Age (1832-1900)
William Wordsworth,Poems,Great Britain,The Democratic Age (1832-1900)
William Wordsworth,The Prelude,Great Britain,The Democratic Age (1832-1900)
Sir Walter Scott,Waverley,Great Britain,The Democratic Age (1832-1900)
Sir Walter Scott,The Heart of Midlothian,Great Britain,The Democratic Age (1832-1900)
Sir Walter Scott,Redgauntlet,Great Britain,The Democratic Age (1832-1900)
Sir Walter Scott,Old Mortality,Great Britain,The Democratic Age (1832-1900)
Jane Austen,Pride and Prejudice,Great Britain,The Democratic Age (1832-1900)
Jane Austen,Emma,Great Britain,The Democratic Age (1832-1900)
Jane Austen,Mansfield Park,Great Britain,The Democratic Age (1832-1900)
Jane Austen,Persuasion,Great Britain,The Democratic Age (1832-1900)
Samuel Taylor Coleridge,Poems and Prose,Great Britain,The Democratic Age (1832-1900)
Dorothy Wordsworth,The Grasmere Journal,Great Britain,The Democratic Age (1832-1900)
William Hazlitt,Essays and Criticism,Great Britain,The Democratic Age (1832-1900)
Lord Byron,Don Juan,Great Britain,The Democratic Age (1832-1900)
Lord Byron,Poems,Great Britain,The Democratic Age (1832-1900)
William Savage Landor,Poems,Great Britain,The Democratic Age (1832-1900)
William Savage Landor,Imaginary Conversations,Great Britain,The Democratic Age (1832-1900)
Thomas De Quincey,Confessions of an English Opium Eater,Great Britain,The Democratic Age (1832-1900)
Thomas De Quincey,Selected Prose,Great Britain,The Democratic Age (1832-1900)
Charles Lamb,Essays,Great Britain,The Democratic Age (1832-1900)
Maria Edgeworth,Castle Rackrent,Great Britain,The Democratic Age (1832-1900)
John Galt,The Entail,Great Britain,The Democratic Age (1832-1900)
Elizabeth Gaskell,Cranford,Great Britain,The Democratic Age (1832-1900)
Elizabeth Gaskell,Mary Barton,Great Britain,The Democratic Age (1832-1900)
Elizabeth Gaskell,North and South,Great Britain,The Democratic Age (1832-1900)
James Hogg,The Private Memoirs and Confessions of a Justified Sinner,Great Britain,The Democratic Age (1832-1900)
Charles Maturin,Melmoth the Wanderer,Great Britain,The Democratic Age (1832-1900)
Percy Bysshe Shelley,Poems,Great Britain,The Democratic Age (1832-1900)
Percy Bysshe Shelley,A Defence of Poetry,Great Britain,The Democratic Age (1832-1900)
Mary Wollstonecraft Shelley,Frankenstein,Great Britain,The Democratic Age (1832-1900)
John Clare,Poems,Great Britain,The Democratic Age (1832-1900)
John Keats,Poems and Letters,Great Britain,The Democratic Age (1832-1900)
Thomas Lovell Beddoes,Death's Jest-Book,Great Britain,The Democratic Age (1832-1900)
Thomas Lovell Beddoes,Poems,Great Britain,The Democratic Age (1832-1900)
George Darley,Nepenthe,Great Britain,The Democratic Age (1832-1900)
George Darley,Poems,Great Britain,The Democratic Age (1832-1900)
Thomas Hood,Poems,Great Britain,The Democratic Age (1832-1900)
Thomas Wade,Poems,Great Britain,The Democratic Age (1832-1900)
Robert Browning,Poems,Great Britain,The Democratic Age (1832-1900)
Robert Browning,The Ring and the Book,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,The Posthumous Papers of the Pickwick Club,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,David Copperfield,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,The Adventures of Oliver Twist,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,A Tale of Two Cities,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Bleak House,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Hard Times,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Nicholas Nickleby,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Dombey and Son,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Great Expectations,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Martin Chuzzlewit,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Christmas Stories,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Little Dorrit,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,Our Mutual Friend,Great Britain,The Democratic Age (1832-1900)
Charles Dickens,The Mystery of Edwin Drood,Great Britain,The Democratic Age (1832-1900)
"Alfred, Lord Tennyson",Poems,Great Britain,The Democratic Age (1832-1900)
Dante Gabriel Rossetti,Poems and Translations,Great Britain,The Democratic Age (1832-1900)
Matthew Arnold,Poems,Great Britain,The Democratic Age (1832-1900)
Matthew Arnold,Essays,Great Britain,The Democratic Age (1832-1900)
Arthur Hugh Clough,Poems,Great Britain,The Democratic Age (1832-1900)
Christina Rossetti,Poems,Great Britain,The Democratic Age (1832-1900)
Thomas Love Peacock,Nightmare Abbey,Great Britain,The Democratic Age (1832-1900)
Thomas Love Peacock,Gryll Grange,Great Britain,The Democratic Age (1832-1900)
Gerald Manley Hopkins,Poems and Prose,Great Britain,The Democratic Age (1832-1900)
Thomas Carlyle,Selected Prose,Great Britain,The Democratic Age (1832-1900)
Thomas Carlyle,Sartor Resartus,Great Britain,The Democratic Age (1832-1900)
John Ruskin,Modern Painters,Great Britain,The Democratic Age (1832-1900)
John Ruskin,The Stones of Venice,Great Britain,The Democratic Age (1832-1900)
John Ruskin,Unto This Last,Great Britain,The Democratic Age (1832-1900)
John Ruskin,The Queen of the Air,Great Britain,The Democratic Age (1832-1900)
Walter Pater,Studies in the History of the Renaissance,Great Britain,The Democratic Age (1832-1900)
Walter Pater,Appreciations,Great Britain,The Democratic Age (1832-1900)
Walter Pater,Imaginary Portraits,Great Britain,The Democratic Age (1832-1900)
Walter Pater,Marius the Epicurean,Great Britain,The Democratic Age (1832-1900)
Edward FitzGerald,The Rubaiyat of Omar Khayyam,Great Britain,The Democratic Age (1832-1900)
John Stuart Mill,On Liberty,Great Britain,The Democratic Age (1832-1900)
John Stuart Mill,Autobiography,Great Britain,The Democratic Age (1832-1900)
John Henry Newman,Apologia pro Vita Sua,Great Britain,The Democratic Age (1832-1900)
John Henry Newman,A Grammar of Assent,Great Britain,The Democratic Age (1832-1900)
John Henry Newman,The Idea of a University,Great Britain,The Democratic Age (1832-1900)
Anthony Trollope,The Barsetshire Novels,Great Britain,The Democratic Age (1832-1900)
Anthony Trollope,The Palliser Novels,Great Britain,The Democratic Age (1832-1900)
Anthony Trollope,Orley Farm,Great Britain,The Democratic Age (1832-1900)
Anthony Trollope,The Way We Live Now,Great Britain,The Democratic Age (1832-1900)
Lewis Carroll,Complete Works,Great Britain,The Democratic Age (1832-1900)
Edward Lear,Complete Nonsense,Great Britain,The Democratic Age (1832-1900)
George Gissing,New Grub Street,Great Britain,The Democratic Age (1832-1900)
Algernon Charles Swinburne,Poems and Letters,Great Britain,The Democratic Age (1832-1900)
Charlotte Brontë,Jane Eyre,Great Britain,The Democratic Age (1832-1900)
Charlotte Brontë,Villette,Great Britain,The Democratic Age (1832-1900)
Emily Brontë,Poems,Great Britain,The Democratic Age (1832-1900)
Emily Brontë,Wuthering Heights,Great Britain,The Democratic Age (1832-1900)
William Makepeace Thackeray,Vanity Fair,Great Britain,The Democratic Age (1832-1900)
William Makepeace Thackeray,The History of Henry Esmond,Great Britain,The Democratic Age (1832-1900)
George Meredith,Poems,Great Britain,The Democratic Age (1832-1900)
George Meredith,The Egoist,Great Britain,The Democratic Age (1832-1900)
Francis Thompson,Poems,Great Britain,The Democratic Age (1832-1900)
Lionel Johnson,Poems,Great Britain,The Democratic Age (1832-1900)
Robert Bridges,Poems,Great Britain,The Democratic Age (1832-1900)
Gilbert Keith Chesterton,Collected Poems,Great Britain,The Democratic Age (1832-1900)
Gilbert Keith Chesterton,The Man Who Was Thursday,Great Britain,The Democratic Age (1832-1900)
Samuel Butler,Erewhon,Great Britain,The Democratic Age (1832-1900)
Samuel Butler,The Way of All Flesh,Great Britain,The Democratic Age (1832-1900)
W. S. Gilbert,Complete Plays of Gilbert and Sullivan,Great Britain,The Democratic Age (1832-1900)
W. S. Gilbert,Bab Ballads,Great Britain,The Democratic Age (1832-1900)
Wilkie Collins,The Moonstone,Great Britain,The Democratic Age (1832-1900)
Wilkie Collins,The Woman in White,Great Britain,The Democratic Age (1832-1900)
Wilkie Collins,No Name,Great Britain,The Democratic Age (1832-1900)
Coventry Patmore,Odes,Great Britain,The Democratic Age (1832-1900)
James Thomson (Bysshe Vanolis),The City of the Dreadful Night,Great Britain,The Democratic Age (1832-1900)
Oscar Wilde,Plays,Great Britain,The Democratic Age (1832-1900)
Oscar Wilde,The Picture of Dorian Gray,Great Britain,The Democratic Age (1832-1900)
Oscar Wilde,The Artist as Critic,Great Britain,The Democratic Age (1832-1900)
Oscar Wilde,Letters,Great Britain,The Democratic Age (1832-1900)
John Davidson,Ballads and Songs,Great Britain,The Democratic Age (1832-1900)
Ernest Dowson,Complete Poems,Great Britain,The Democratic Age (1832-1900)
George Eliot,Adam Bede,Great Britain,The Democratic Age (1832-1900)
George Eliot,Silas Marner,Great Britain,The Democratic Age (1832-1900)
George Eliot,The Mill on the Floss,Great Britain,The Democratic Age (1832-1900)
George Eliot,Middlemarch,Great Britain,The Democratic Age (1832-1900)
George Eliot,Daniel Deronda,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,Essays,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,Kidnapped,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,Treasure Island,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,The New Arabian Nights,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,The Master of Ballantrae,Great Britain,The Democratic Age (1832-1900)
Robert Louis Stevenson,Weir of Hermiston,Great Britain,The Democratic Age (1832-1900)
William Morris,Early Romances,Great Britain,The Democratic Age (1832-1900)
William Morris,Poems,Great Britain,The Democratic Age (1832-1900)
William Morris,The Earthly Paradise,Great Britain,The Democratic Age (1832-1900)
William Morris,The Well at the World's End,Great Britain,The Democratic Age (1832-1900)
William Morris,News from Nowhere,Great Britain,The Democratic Age (1832-1900)
Bram Stoker,Dracula,Great Britain,The Democratic Age (1832-1900)
George Macdonald,Lilith,Great Britain,The Democratic Age (1832-1900)
George Macdonald,At the Back of the North Wind,Great Britain,The Democratic Age (1832-1900)
Novalis (Friedrich von Hardenburg),Hymns to the Night,Germany,The Democratic Age (1832-1900)
Novalis (Friedrich von Hardenburg),Aphorisms,Germany,The Democratic Age (1832-1900)
Jacob and Wilhelm Grimm,Fairy Tales,Germany,The Democratic Age (1832-1900)
Eduard Mörike,Selected Poems,Germany,The Democratic Age (1832-1900)
Eduard Mörike,Mozart on His Way to Prague,Germany,The Democratic Age (1832-1900)
Theodor Storm,Immensee,Germany,The Democratic Age (1832-1900)
Theodor Storm,Poems,Germany,The Democratic Age (1832-1900)
Gottfried Keller,Green Henry,Germany,The Democratic Age (1832-1900)
Gottfried Keller,Tales,Germany,The Democratic Age (1832-1900)
E. T. A. Hoffmann,The Devil's Elixir,Germany,The Democratic Age (1832-1900)
E. T. A. Hoffmann,Tales,Germany,The Democratic Age (1832-1900)
Jeremias Gotthelf,The Black Spider,Germany,The Democratic Age (1832-1900)
Adalbert Stifter,Indian Summer,Germany,The Democratic Age (1832-1900)
Adalbert Stifter,Tales,Germany,The Democratic Age (1832-1900)
Friedrich Schlegel,Criticism and Aphorisms,Germany,The Democratic Age (1832-1900)
Georg Büchner,Danton's Death,Germany,The Democratic Age (1832-1900)
Georg Büchner,Woyzeck,Germany,The Democratic Age (1832-1900)
Heinrich Heine,Complete Poems,Germany,The Democratic Age (1832-1900)
Richard Wagner,The Ring of the Nibelung,Germany,The Democratic Age (1832-1900)
Friedrich Nietzsche,The Birth of Tragedy,Germany,The Democratic Age (1832-1900)
Friedrich Nietzsche,Beyond Good and Evil,Germany,The Democratic Age (1832-1900)
Friedrich Nietzsche,On the Genealogy of Morals,Germany,The Democratic Age (1832-1900)
Friedrich Nietzsche,The Will to Power,Germany,The Democratic Age (1832-1900)
Theodor Fontane,Effi Briest,Germany,The Democratic Age (1832-1900)
Stefan George,Selected Poems,Germany,The Democratic Age (1832-1900)
Aleksandr Pushkin,Complete Prose Tales,Russia,The Democratic Age (1832-1900)
Aleksandr Pushkin,Complete Poetry,Russia,The Democratic Age (1832-1900)
Aleksandr Pushkin,Eugene Onegin,Russia,The Democratic Age (1832-1900)
Aleksandr Pushkin,Narrative Poems,Russia,The Democratic Age (1832-1900)
Aleksandr Pushkin,Boris Godunov,Russia,The Democratic Age (1832-1900)
Nikolay Gogol,The Complete Tales,Russia,The Democratic Age (1832-1900)
Nikolay Gogol,Dead Souls,Russia,The Democratic Age (1832-1900)
Nikolay Gogol,The Government Inspector,Russia,The Democratic Age (1832-1900)
Mikhail Lermontov,Narrative Poems,Russia,The Democratic Age (1832-1900)
Mikhail Lermontov,A Hero of Our Time,Russia,The Democratic Age (1832-1900)
Segey Aksakov,A Family Chronicle,Russia,The Democratic Age (1832-1900)
Aleksandr Herzen,My Past and Thoughts,Russia,The Democratic Age (1832-1900)
Aleksandr Herzen,From the Other Shore,Russia,The Democratic Age (1832-1900)
Ivan Goncharov,The Frigate Pallada,Russia,The Democratic Age (1832-1900)
Ivan Goncharov,Oblomov,Russia,The Democratic Age (1832-1900)
Ivan Turgenev,A Sportsman's Notebook,Russia,The Democratic Age (1832-1900)
Ivan Turgenev,A Month in the Country,Russia,The Democratic Age (1832-1900)
Ivan Turgenev,Fathers and Sons,Russia,The Democratic Age (1832-1900)
Ivan Turgenev,On the Eve,Russia,The Democratic Age (1832-1900)
Ivan Turgenev,First Love,Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,Notes from the Underground,Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,Crime and Punishment,Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,The Idiot,Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,The Possessed (The Devils),Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,The Brothers Karamazov,Russia,The Democratic Age (1832-1900)
Fyodor Dostoevsky,Short Novels,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,The Cossacks,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,War and Peace,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,Anna Karenina,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,A Confession,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,The Power of Darkness,Russia,The Democratic Age (1832-1900)
Leo Tolstoy,Short Novels,Russia,The Democratic Age (1832-1900)
Nikolay Leskov,Tales,Russia,The Democratic Age (1832-1900)
Aleksandr Ostrovsky,The Storm,Russia,The Democratic Age (1832-1900)
Nikolay Chernyshevsky,What is to Be Done?,Russia,The Democratic Age (1832-1900)
Aleksandr Blok,The Twelve and Other Poems,Russia,The Democratic Age (1832-1900)
Anton Chekhov,The Tales,Russia,The Democratic Age (1832-1900)
Anton Chekhov,The Major Plays,Russia,The Democratic Age (1832-1900)
Washington Irving,The Sketch Book,USA,The Democratic Age (1832-1900)
William Cullen Bryant,Collected Poems,USA,The Democratic Age (1832-1900)
James Fenimore Cooper,The Deerslayers,USA,The Democratic Age (1832-1900)
John Greenleaf Whittier,Collected Poems,USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,Nature,USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,"Essays, first and second series",USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,Representative Men,USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,The Conduct of Life,USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,Journals,USA,The Democratic Age (1832-1900)
Ralph Waldo Emerson,Poems,USA,The Democratic Age (1832-1900)
Emily Dickinson,Complete Poems,USA,The Democratic Age (1832-1900)
Walt Whitman,"Leaves of Grass, first edition",USA,The Democratic Age (1832-1900)
Walt Whitman,"Leaves of Grass, third edition",USA,The Democratic Age (1832-1900)
Walt Whitman,The Complete Poems,USA,The Democratic Age (1832-1900)
Walt Whitman,Specimen Days,USA,The Democratic Age (1832-1900)
Nathaniel Hawthorne,The Scarlet Letter,USA,The Democratic Age (1832-1900)
Nathaniel Hawthorne,Tales and Sketches,USA,The Democratic Age (1832-1900)
Nathaniel Hawthorne,The Marble Faun,USA,The Democratic Age (1832-1900)
Nathaniel Hawthorne,Notebooks,USA,The Democratic Age (1832-1900)
Herman Melville,Moby-Dick,USA,The Democratic Age (1832-1900)
Herman Melville,The Piazza Tales,USA,The Democratic Age (1832-1900)
Herman Melville,Billy Budd,USA,The Democratic Age (1832-1900)
Herman Melville,Collected Poems,USA,The Democratic Age (1832-1900)
Herman Melville,Clarel,USA,The Democratic Age (1832-1900)
